ProteinGroup,S03,S05,S07,S11,S08,S14
d2592_a1,1,4,0,2,1,0
d2807_a1,0,4,0,0,2,2
c520_a2,1,2,1,2,2,0
d1218_a3,2,1,1,1,2,1
d3702_a1,0,3,0,3,0,2
d2593_a1,2,4,0,1,1,0
d2785_a1,0,0,2,4,0,2
d4167_a1,2,1,0,1,4,0
d3368_a1,1,2,1,1,1,2
d3052_a1,1,1,0,1,3,2
d3079_a1,0,3,0,2,1,2
d3628_a1,2,6,0,0,0,0
d1922_a3,1,1,0,3,3,0
d2540_a1,2,3,1,2,0,0
d3294_a1,0,0,1,0,1,6
d3041_a1,2,1,1,4,0,0
d1423_a2,2,0,1,2,0,3
d3390_a1,1,2,1,0,4,0
d1082_a3,4,1,0,1,2,0
d3264_a1,2,5,0,1,0,0
d3098_a1,3,2,0,0,3,0
d2997_a1,5,3,0,0,0,0
d2548_a1,1,1,0,4,0,2
d3034_a1,3,4,0,0,1,0
d3071_a1,3,1,0,0,4,0
d3068_a1,0,2,0,5,0,1
d2362_a1,1,4,0,2,1,0
d3038_a1,2,1,1,3,1,0
d2603_a1,1,5,0,0,0,2
d4181_a1,1,2,0,3,1,1
d2826_a1,1,2,0,0,0,5
d1633_a3,4,2,0,0,2,0
d2342_a1,2,0,0,1,2,3
d3640_a1,0,0,2,0,6,0
d3293_a1,0,0,0,2,0,6
d2745_a1,3,2,0,0,3,0
d3370_a1,2,0,1,5,0,0
d4197_a1,1,3,0,4,0,0
d4141_a1,2,6,0,0,0,0
d3045_a1,1,1,1,2,3,0
d3026_a1,0,1,0,5,2,0
d3275_a1,0,2,0,5,1,0
d3246_a1,1,3,0,0,4,0
d4198_a1,1,0,0,0,6,1
d2813_a1,4,3,0,1,0,0
d5188_a1,2,3,0,3,0,0
d2814_a1,2,1,0,1,0,4
d3333_a1,3,3,0,2,0,0
d3054_a1,3,3,0,0,2,0
d1351_a2,1,3,1,2,1,0
d3641_a1,3,2,0,1,2,0
d2842_a1,0,0,0,4,1,3
d2841_a1,3,4,0,1,0,0
d3007_a1,1,1,1,2,3,0
d4131_a1,2,4,0,1,1,0
d3028_a1,1,1,0,1,3,2
d2985_a1,1,5,0,1,1,0
d2151_a1,0,0,0,7,0,1
d2976_a1,2,4,0,0,0,2
d2812_a1,1,4,0,2,1,0
d3604_a1,2,2,0,1,3,0
d2352_a1,0,3,2,0,0,3
d3651_a1,2,1,0,2,1,2
c621_a2,1,4,0,1,2,0
d2602_a1,0,3,1,2,2,0
d2331_a1,0,0,0,8,0,0
d5141_a1,0,0,0,8,0,0
d3315_a1,3,3,0,1,1,0
d3696_a1,2,4,0,2,0,0
d1187_a2,1,3,0,3,1,0
d3660_a1,0,2,0,3,2,1
d3629_a1,0,0,0,6,0,2
d2820_a1,1,2,0,3,2,0
d3615_a1,2,2,0,0,4,0
d2977_a1,2,1,0,4,1,0
d2588_a1,1,4,0,1,2,0
d2600_a1,0,1,0,2,0,5
d2335_a1,1,3,1,1,0,2
d3689_a1,2,0,0,3,1,2
d2802_a1,3,3,0,1,1,0
d2523_a1,3,4,0,1,0,0
d3314_a1,3,3,0,0,2,0
d3107_a1,3,4,0,1,0,0
d2776_a1,1,1,1,3,2,0
d2843_a1,2,3,0,2,1,0
d2349_a1,0,0,0,4,2,2
d2569_a1,2,1,0,1,4,0
d4176_a1,1,1,1,0,5,0
d2527_a1,2,4,0,0,2,0
d3397_a1,0,1,1,5,1,0
d4328_a1,2,1,0,1,4,0
d1793_a1,1,0,0,2,1,4
d3610_a1,2,3,0,0,3,0
d2565_a1,1,2,1,4,0,0
d3278_a1,2,2,0,0,2,2
d3062_a1,1,0,0,4,3,0
d3262_a1,5,3,0,0,0,0
d2353_a1,1,2,1,3,0,1
d3348_a1,1,3,0,1,1,2
d3351_a1,3,3,0,2,0,0
d3626_a1,0,4,0,2,2,0
d5144_a1,1,2,0,2,3,0
d3255_a1,1,0,2,0,5,0
d2828_a1,2,4,0,0,1,1
d2546_a1,2,2,2,1,1,0
d3036_a1,1,4,0,3,0,0
d2778_a1,3,4,0,0,2,0
d4128_a1,0,0,0,6,3,0
b71_a5,3,5,0,0,1,0
d3608_a1,0,0,1,2,6,0
d3298_a1,2,2,0,3,0,2
a1_c124,1,2,1,2,1,2
a1_c131,2,2,0,2,3,0
c542_a8,2,5,0,2,0,0
a6_a6,0,0,0,5,0,4
c799_a2,3,3,0,1,0,2
d1596_a2,1,1,0,3,1,3
c994_a3,1,2,0,1,1,4
c994_a2,1,6,1,0,1,0
c886_a3,0,0,0,3,6,0
c547_b11,2,3,1,2,1,0
d3636_a1,3,5,0,0,1,0
c225_a9,2,3,0,3,1,0
d3051_a1,1,3,0,1,2,2
d1012_a2,1,3,1,4,0,0
d2154_a3,2,4,0,1,2,0
c694_a4,2,2,1,0,4,0
d2568_a1,1,0,0,2,6,0
d2787_a1,2,1,2,1,3,0
d2846_a1,2,0,0,3,0,4
d1796_a1,5,2,0,0,2,0
d3646_a1,2,1,0,1,1,4
d4138_a1,1,1,1,4,2,0
d2829_a1,2,1,0,0,1,5
d3252_a1,3,3,0,2,1,0
d1259_a2,1,1,4,3,0,0
d2800_a1,2,2,0,0,3,2
d5166_a1,2,0,1,3,3,0
c552_a2,3,3,0,0,0,3
d4147_a1,4,4,0,1,0,0
d2328_a1,4,0,2,2,1,0
b22_a5,0,2,0,5,2,0
d1968_a1,0,1,0,5,0,3
d3076_a1,3,3,0,2,0,1
d2137_a1,3,4,0,1,0,1
d2796_a1,2,3,0,3,1,0
d3634_a1,3,4,0,1,1,0
d3297_a1,1,1,1,4,2,0
d4120_a1,0,0,0,5,4,0
c793_a3,3,2,1,2,1,0
d2146_a1,2,2,0,3,0,2
d3069_a1,1,5,0,2,1,0
d2959_a1,0,0,1,7,1,0
d1707_a2,3,3,0,0,3,0
d2606_a1,2,4,0,1,2,0
d2768_a1,3,5,0,1,0,0
d1506_a2,2,4,0,1,1,1
d5173_a1,0,9,0,0,0,0
d3235_a1,2,2,1,4,0,0
d2143_a1,2,2,0,3,2,0
d2148_a1,6,2,0,1,0,0
d3295_a1,2,1,0,0,3,3
d4162_a1,1,1,1,4,1,1
d4125_a1,2,3,1,0,3,0
d2949_a1,3,3,1,1,1,0
c450_a2,1,5,0,0,1,2
c566_a3,2,3,0,2,0,2
d2848_a1,0,1,0,2,1,5
d3019_a1,1,1,1,2,2,2
d2597_a1,0,1,0,6,2,0
d3057_a1,0,1,1,4,3,0
d3272_a1,0,2,0,1,4,2
c768_a3,2,3,1,0,1,2
d2529_a1,1,2,1,1,2,2
d3609_a1,1,1,1,4,2,0
d3487_a1,4,3,0,2,0,0
d3000_a1,4,3,0,2,0,0
d2551_a1,3,1,2,1,2,0
d2147_a1,4,3,0,0,2,0
d2544_a1,0,6,0,2,1,0
d5176_a1,0,0,0,2,3,4
d3257_a1,2,2,1,4,0,0
d2993_a1,0,0,1,5,3,0
d3687_a1,0,2,0,0,7,0
d2590_a1,4,1,0,3,1,0
d2582_a1,2,0,0,4,1,2
d2804_a1,1,2,1,4,1,0
d2571_a1,3,3,0,1,2,0
c324_a2,3,2,0,1,1,2
d3324_a1,1,1,0,3,1,3
d2315_a1,1,1,0,5,0,2
d2805_a1,3,3,0,0,3,0
d2965_a1,4,2,0,0,3,0
d2974_a1,0,2,1,2,0,4
d1161_a2,0,4,0,3,2,0
d2561_a1,1,4,0,0,1,3
d4133_a1,2,6,0,1,0,0
d2562_a1,1,5,0,0,3,0
d2782_a1,2,2,1,3,1,0
d2591_a1,2,2,0,4,1,0
d5162_a1,1,0,0,0,0,8
d2790_a1,1,2,0,6,0,0
d2948_a1,0,1,0,6,2,0
d3254_a1,0,1,1,4,3,0
d2324_a1,1,3,0,1,0,4
d4219_a1,1,3,0,1,4,0
d4113_a1,2,2,0,5,0,0
c707_a2,2,3,0,3,1,0
d3037_a1,0,1,0,5,3,0
d3317_a1,2,1,1,1,2,2
d1964_a1,1,3,0,0,2,3
d2794_a1,1,3,0,3,2,0
d3244_a1,1,4,0,2,0,2
d4158_a1,0,1,1,2,5,0
c455_a2,0,4,1,2,0,2
d3010_a1,1,1,0,2,1,4
d3321_a1,1,8,0,0,0,0
d3263_a1,3,2,0,0,4,0
d2995_a1,1,3,0,4,1,0
d2996_a1,4,1,0,2,2,0
d2973_a1,2,2,0,5,0,0
d1844_a2,0,4,0,2,3,0
d3775_a1,3,1,1,1,1,2
d2765_a1,1,1,1,2,3,1
d3611_a1,3,4,0,2,0,0
d3637_a1,3,2,0,2,2,0
d2824_a1,2,3,3,0,1,0
d3733_a1,2,2,1,1,1,2
d3285_a1,1,1,2,0,3,2
d5197_a1,1,4,0,2,2,0
d2999_a1,2,3,0,1,3,0
d2831_a1,3,3,0,0,1,2
d3025_a1,2,4,1,1,1,0
d3092_a1,3,1,1,0,0,4
d2557_a1,2,2,2,0,1,2
d3225_a1,4,4,0,1,0,0
d3296_a1,4,2,0,0,3,0
d2360_a1,0,1,0,6,0,2
d3002_a1,1,3,2,1,2,0
d2942_a1,2,3,0,2,3,0
d2428_a3,3,3,1,1,0,2
d3260_a1,2,5,0,3,0,0
c856_a2,3,5,0,2,0,0
a1_c120,2,3,0,1,2,2
a1_b99,1,2,0,5,0,2
a1_b88,2,2,0,3,2,1
a1_c115,1,3,1,1,2,2
b81_a9,2,2,1,2,3,0
d5760_a1,0,0,1,6,3,0
d2358_a1,1,2,0,6,1,0
d5165_a1,0,0,2,8,0,0
c110_a3,1,3,3,1,1,1
d2960_a1,1,2,0,3,4,0
c247_a7,1,0,1,6,2,0
d8290_a1,0,1,1,5,3,0
c955_a4,0,1,1,3,4,1
d3013_a1,4,4,0,0,2,0
d1950_a1,3,4,0,3,0,0
b11_b10,3,3,1,1,2,0
c970_a2,0,2,1,1,0,6
d1941_a1,2,5,0,2,1,0
d1415_a3,3,4,0,2,1,0
d1069_a2,2,2,0,3,2,1
c377_a3,2,4,1,1,0,2
d2788_a1,1,1,1,5,2,0
d3594_a1,0,0,1,4,5,0
d3117_a1,1,2,1,1,1,4
d8789_a1,2,3,0,4,1,0
d3302_a1,1,2,1,6,0,0
d2320_a1,1,2,1,0,0,6
d4108_a1,3,4,1,2,0,0
d2798_a1,3,5,0,0,2,0
c463_a3,1,3,0,4,2,0
d2281_a1,0,0,3,6,1,0
d3575_a1,2,1,1,6,0,0
d4215_a1,2,2,1,3,0,2
d2519_a1,3,4,0,1,0,2
d2491_a1,3,2,0,3,1,1
d4279_a1,1,1,0,5,1,2
d1960_a1,5,3,0,1,1,0
c460_a3,2,2,0,4,0,2
d2063_a2,2,3,0,2,3,0
d2537_a1,3,2,0,0,1,4
d2811_a1,3,3,0,2,2,0
d1115_a2,3,5,0,1,1,0
d1056_a2,3,5,0,0,2,0
d2139_a1,4,3,0,0,3,0
d2510_a1,0,0,0,3,0,7
d1000_a3,2,2,0,3,1,2
d3684_a1,1,2,1,1,1,4
d3268_a1,0,0,1,1,3,5
d3249_a1,1,2,0,6,1,0
d3606_a1,2,0,0,4,4,0
d2574_a1,3,2,0,1,2,2
d3101_a1,1,4,2,1,2,0
c318_a4,3,2,0,1,2,2
d3598_a1,1,0,1,2,6,0
d2555_a1,1,3,1,2,1,2
d2302_a1,1,5,0,3,1,0
d2307_a1,1,1,0,2,6,0
d2789_a1,0,1,0,2,5,2
d3676_a1,1,3,1,3,0,2
d5190_a1,0,4,0,1,3,2
d3056_a1,2,0,0,4,2,2
d2340_a1,3,2,2,0,2,1
d2344_a1,2,5,1,2,0,0
c439_a2,5,3,0,0,0,2
d2318_a1,0,0,2,6,0,2
d5199_a1,2,1,1,4,2,0
d1922_a2,2,5,0,1,2,0
d2247_a2,3,4,0,2,1,0
d2815_a1,2,2,1,3,0,2
d2589_a1,1,0,0,8,1,0
d3576_a1,2,4,0,4,0,0
d3620_a1,2,5,1,0,2,0
d2332_a1,2,1,0,4,1,2
d2982_a1,2,5,0,2,1,0
d2767_a1,1,1,0,1,3,4
d2822_a1,0,0,0,8,0,2
d2763_a1,5,4,1,0,0,0
d1969_a1,3,4,1,0,1,1
d2956_a1,2,4,0,3,1,0
d1961_a1,1,5,0,0,3,1
d2514_a1,3,4,0,1,2,0
d2947_a1,1,1,0,1,7,0
d2494_a1,1,3,0,1,2,3
d3219_a1,0,0,2,8,0,0
d2294_a2,2,1,1,1,3,2
c411_a2,1,1,0,1,3,4
d2984_a1,1,3,1,0,2,3
d1956_a1,1,1,2,3,3,0
d3284_a1,1,0,0,4,1,4
d2351_a1,2,4,0,4,0,0
d3265_a1,1,1,1,2,3,2
d2746_a1,3,5,0,1,1,0
d3055_a1,3,4,0,3,0,0
d3613_a1,2,2,0,3,1,2
d2093_a2,3,3,2,1,1,0
d2975_a1,3,4,0,3,0,0
d3018_a1,2,2,1,0,1,4
d2314_a1,2,4,0,0,4,0
d3238_a1,1,1,0,2,6,0
d2754_a1,3,3,0,2,0,2
d3612_a1,2,1,0,5,0,2
d2341_a1,2,2,0,0,2,4
d2783_a1,2,5,0,0,3,0
d2350_a1,2,3,0,1,0,4
d3016_a1,3,3,0,2,1,1
d5202_a1,1,2,0,4,2,1
d2994_a1,3,0,1,1,5,0
d2613_a1,1,2,1,4,2,0
d2508_a1,2,2,0,0,5,1
d2830_a1,2,2,0,4,1,1
d2792_a1,3,5,0,1,1,0
d2361_a1,1,1,0,2,0,6
d2580_a1,2,1,0,7,0,0
d2322_a1,2,2,0,0,1,5
d2700_a1,2,7,0,0,1,0
d2825_a1,2,3,0,0,1,4
d3061_a1,0,2,3,0,0,5
d2757_a1,0,1,0,5,4,0
d3652_a1,1,1,0,2,0,6
d2308_a1,2,1,1,4,2,0
d3593_a1,3,2,0,0,5,0
d2564_a1,3,4,0,0,3,0
d2801_a1,4,3,0,2,1,0
d2780_a1,4,2,0,1,3,0
d3273_a1,1,3,0,3,3,0
d2149_a1,2,4,1,2,1,0
d2980_a1,1,2,1,2,2,2
d4127_a1,1,2,0,4,3,0
d2130_a1,2,4,1,0,3,0
d1970_a1,1,2,0,7,0,0
d2141_a1,3,5,0,1,1,0
d2323_a1,2,1,0,3,4,0
d2298_a1,1,3,0,2,0,4
d1539_a1,1,4,1,2,1,2
d1585_a2,4,4,0,0,3,0
a1_c113,2,3,0,5,1,0
d5147_a1,4,3,0,2,0,2
c185_a7,2,8,0,0,0,1
a6_a7,0,1,0,8,2,0
d1714_a3,0,1,1,2,7,0
d2480_a1,4,1,0,3,0,3
d1396_a3,2,5,0,2,2,0
d2502_a1,2,3,0,3,1,2
c387_a3,2,5,0,0,3,1
c934_a3,3,2,0,2,4,0
d2338_a1,5,5,0,0,1,0
c117_a5,3,4,0,3,1,0
c164_a2,1,1,2,3,4,0
d3233_a1,1,3,0,6,1,0
d2759_a1,0,2,0,7,2,0
c839_a2,3,2,1,2,1,2
c860_a5,5,3,1,2,0,0
b13_a6,3,1,0,2,5,0
d3022_a1,0,1,0,6,2,2
d1795_a1,3,3,0,4,1,0
d3617_a1,2,2,0,3,4,0
d1360_a7,0,0,2,7,2,0
d3585_a1,2,2,0,5,2,0
d2051_a2,3,3,0,2,3,0
b15_a4,4,2,1,2,2,0
c708_a2,2,2,0,6,1,0
d1797_a1,0,3,1,5,2,0
d2309_a1,4,3,2,1,0,1
d1987_a2,1,2,0,5,3,0
d3625_a1,1,3,1,4,2,0
c463_a4,2,4,0,2,3,0
d3596_a1,1,3,1,1,3,2
d2777_a1,2,2,3,2,2,0
d2577_a1,3,5,0,1,2,0
d2732_a1,1,1,2,5,0,2
d3250_a1,3,3,0,0,5,0
d1139_a3,2,3,0,1,5,0
d3319_a1,2,2,0,0,0,7
d2752_a1,0,0,1,5,0,5
d2963_a1,2,5,0,0,2,2
d5135_a1,0,0,2,3,4,2
d3015_a1,5,5,0,1,0,0
d2321_a1,1,2,0,3,5,0
c844_a2,1,3,1,1,3,2
d1972_a1,1,0,0,8,0,2
d1794_a2,4,4,0,2,1,0
d5212_a1,2,3,1,3,1,1
d2849_a1,1,2,0,2,2,4
d2751_a1,1,1,1,3,5,0
d1541_a1,0,0,0,11,0,0
d3271_a1,2,1,1,5,2,0
d2570_a1,2,7,0,1,1,0
d3747_a1,2,2,0,3,2,2
d2325_a1,2,3,0,5,1,0
d2559_a1,3,1,0,2,5,0
d2291_a1,1,3,1,1,3,2
d2585_a1,0,3,4,2,2,0
d5146_a1,3,4,0,2,2,0
d4114_a1,1,2,0,5,3,0
d3253_a1,2,3,0,2,4,0
d2773_a1,4,5,0,2,0,0
d3256_a1,1,3,0,2,5,0
d4123_a1,2,2,0,7,0,0
d3008_a1,3,5,0,2,1,0
b38_a2,2,3,1,4,1,0
d3247_a1,1,1,1,4,1,3
c718_a3,1,2,2,4,0,2
d2966_a1,5,5,0,1,0,0
d2306_a1,5,4,1,0,0,1
d2781_a1,0,1,2,2,1,5
d2563_a1,7,3,0,1,0,0
d2343_a1,1,4,1,1,2,2
c151_a2,0,0,1,6,0,4
d2545_a1,6,4,0,0,1,0
d3201_a1,2,8,0,1,0,0
d2313_a1,1,3,0,2,5,0
d2536_a1,2,2,0,5,2,0
d2927_a1,3,4,0,0,4,0
d2552_a1,0,2,0,3,1,5
d4124_a1,3,1,1,1,3,2
d2554_a1,5,2,2,2,0,0
d2762_a1,4,4,0,1,0,2
d3009_a1,1,5,0,2,3,0
d2142_a1,0,3,0,3,1,4
d2764_a1,2,1,1,0,2,5
d2766_a1,4,2,1,2,0,2
d4152_a1,0,4,0,0,0,7
d2579_a1,0,3,0,2,1,5
d2528_a1,2,4,1,1,1,2
d3024_a1,0,2,4,2,0,3
d2761_a1,1,4,1,3,0,2
d2504_a1,1,5,0,1,2,2
d2509_a1,3,6,0,1,1,0
d2330_a1,0,3,2,5,1,0
d2743_a1,1,4,1,4,1,0
d2550_a1,3,2,0,4,2,0
d3217_a1,0,7,0,2,2,0
d3600_a1,3,2,0,4,2,0
d4134_a1,0,0,1,10,0,0
d2931_a1,0,3,0,6,2,0
d2145_a1,1,2,0,4,0,4
d2531_a1,1,5,0,1,0,4
d2784_a1,3,4,0,1,3,0
d2939_a1,1,1,0,5,4,0
d2334_a1,5,3,0,1,0,2
d3607_a1,2,1,4,3,1,0
d2304_a1,1,3,0,3,1,3
d2490_a1,2,1,0,2,4,2
d3236_a1,3,3,0,2,3,0
d2758_a1,2,4,0,4,1,0
d2772_a1,3,2,1,2,1,2
d2742_a1,0,0,2,6,3,0
d3597_a1,2,4,1,0,2,2
d3622_a1,0,1,0,4,2,4
d1933_a1,2,4,0,1,2,2
d1659_a1,1,3,0,5,2,0
d3073_a1,3,2,1,2,1,2
d3221_a1,0,0,0,7,2,2
d3586_a1,0,2,0,2,6,2
b24_a9,1,2,0,4,5,0
d3577_a1,3,4,0,2,1,2
d2136_a1,3,3,0,2,2,2
a1_b69,1,7,1,1,2,0
b74_a6,0,1,0,7,4,0
b81_a5,0,3,0,6,3,0
d3251_a1,2,3,0,3,4,0
b33_a2,0,3,0,6,3,0
d1714_a2,1,5,1,2,3,0
d2740_a1,2,2,0,2,4,2
c547_a6,3,4,0,2,3,0
d2175_a2,3,3,0,2,0,4
d2300_a1,3,2,0,3,0,4
b11_a9,2,1,0,4,1,4
d2506_a1,0,1,2,5,3,1
d2741_a1,4,5,0,0,3,0
c481_a5,3,4,1,0,4,0
d2750_a1,0,2,0,0,3,7
d2970_a1,1,1,2,2,2,4
d3021_a1,2,2,3,4,1,0
d3242_a1,3,3,0,1,5,0
d1415_a2,2,1,0,4,5,0
c136_a4,1,3,0,1,4,3
d2069_a1,1,3,3,1,4,0
d2289_a1,1,2,4,4,1,0
d3279_a1,2,2,0,3,5,0
d2287_a1,1,2,1,1,1,6
d2566_a1,2,2,1,2,1,4
c985_a4,1,2,0,2,5,2
d3270_a1,3,3,0,2,1,3
d2797_a1,4,5,0,1,0,2
d1741_a2,4,6,0,0,1,1
d2357_a1,3,3,0,2,4,0
d3243_a1,0,1,2,7,2,0
d2808_a1,3,3,1,5,0,0
d2749_a1,3,3,2,4,0,0
d2301_a1,2,3,0,3,4,0
d2962_a1,3,2,0,0,2,5
d2463_a1,2,6,2,1,1,0
d2337_a1,1,3,0,3,2,3
d3039_a1,2,4,1,1,0,4
d4117_a1,3,3,1,1,2,2
d2584_a1,2,3,2,0,3,2
c241_a3,1,3,0,5,3,0
d2547_a1,2,2,0,4,4,0
b56_a2,2,3,1,6,0,0
d2968_a1,2,3,1,1,1,4
d2532_a1,2,6,0,0,4,0
d2354_a1,5,2,1,1,2,1
d2944_a1,2,4,1,3,2,0
d2729_a1,2,0,0,6,4,0
d1958_a1,1,2,0,2,1,6
d2744_a1,3,2,0,5,2,0
d2522_a1,1,5,1,2,3,0
d2940_a1,5,5,0,2,0,0
d3583_a1,1,2,1,5,3,0
d1943_a1,2,4,0,4,2,0
c442_a3,1,0,1,7,3,0
d3276_a1,2,2,0,3,5,0
d3588_a1,0,3,0,4,2,3
d2719_a1,1,1,2,8,0,0
d2355_a1,2,2,4,1,3,0
d2971_a1,5,6,0,1,0,0
c914_a3,2,3,0,4,1,2
d2707_a1,5,4,0,0,3,0
d1776_a1,3,3,0,3,3,0
d2967_a1,1,1,1,3,4,2
d2273_a1,0,3,3,0,5,1
d2833_a1,3,3,0,1,2,3
d3591_a1,3,4,0,1,4,0
d2774_a1,3,1,0,5,3,0
d2117_a1,4,1,0,4,3,0
d2733_a1,1,2,0,7,0,2
d4118_a1,2,1,1,5,3,0
d3004_a1,2,2,0,1,3,4
d2516_a1,3,3,0,1,5,0
d3581_a1,2,4,0,4,2,0
d1870_a2,2,2,0,5,2,1
d2736_a1,4,4,0,4,0,0
d1438_a1,1,2,0,6,1,2
d2305_a1,1,6,0,2,1,2
d2466_a1,2,3,1,3,3,0
d2525_a1,2,3,0,2,1,4
d3590_a1,2,2,0,5,3,0
d2333_a1,0,6,1,1,1,3
d2727_a1,2,0,0,1,9,0
d2055_a2,3,3,1,2,1,2
d1955_a1,3,3,1,4,1,0
d2475_a1,6,5,0,0,1,0
d2534_a1,4,7,0,1,0,0
d2284_a1,2,0,1,3,4,2
d3274_a1,3,3,1,1,0,4
c852_a2,2,3,1,3,3,0
d4115_a1,3,7,0,0,2,0
d2465_a1,0,1,0,6,5,0
d1762_a1,2,5,0,2,3,0
d2964_a1,4,2,0,1,4,1
d2477_a1,2,1,0,8,1,0
d3623_a1,1,0,3,3,3,2
d2992_a1,2,3,0,1,3,3
d2573_a1,1,1,1,2,1,6
d2946_a1,2,4,2,4,0,0
d2738_a1,4,5,2,1,0,0
d2133_a1,0,1,3,3,1,4
d2112_a1,2,4,1,1,4,0
d2771_a1,1,4,0,1,1,5
d2484_a1,7,5,0,0,0,0
d2263_a1,3,5,0,0,4,0
d3630_a1,2,3,1,3,1,2
d2458_a1,1,1,1,3,4,2
d2140_a1,2,5,0,3,2,0
d2816_a1,3,1,2,4,2,0
d2312_a1,3,3,0,2,2,2
d4116_a1,1,2,1,2,6,0
d2799_a1,3,5,0,1,1,2
d2482_a1,3,3,0,2,2,2
d2482_a2,4,3,0,3,0,2
d2290_a1,0,2,3,2,1,4
d1971_a1,1,2,0,8,1,0
d3240_a1,5,3,0,0,4,0
d2747_a1,4,5,0,2,1,0
d2560_a1,2,2,1,2,5,0
d1952_a1,0,2,0,10,0,0
d3248_a1,1,0,3,6,2,0
d3578_a1,3,1,1,1,6,0
d5155_a1,5,7,0,0,0,0
d5148_a1,0,11,0,1,0,0
d2501_a1,4,8,0,0,0,0
d3218_a1,0,0,2,2,4,4
d3266_a1,3,4,0,3,1,1
d2483_a1,2,4,1,1,1,3
d2954_a1,2,2,0,4,4,0
d2487_a1,1,1,1,3,0,6
d2327_a1,1,4,0,5,2,0
d1967_a1,1,3,0,4,2,2
d2769_a1,2,4,0,2,1,3
c684_a2,7,3,1,0,2,0
d2347_a1,2,3,0,7,1,0
a1_c119,2,4,0,5,2,0
a1_c103,2,2,0,4,3,2
c464_a3,3,5,0,2,3,0
c354_a5,2,1,2,2,2,4
c354_a6,2,2,0,2,5,2
b31_a5,2,1,0,5,2,3
d2499_a1,1,2,1,4,3,2
c408_a4,3,6,1,1,2,0
d2310_a1,0,2,0,9,0,2
d2126_a1,0,4,0,1,4,4
d2348_a1,2,3,1,2,2,3
d2713_a1,2,4,0,4,1,2
d2933_a1,0,1,1,8,3,0
d2567_a1,4,3,0,3,1,2
c985_a3,3,7,0,1,1,1
d1788_a1,2,1,0,10,0,0
d2135_a1,2,2,1,2,1,5
d1661_a1,1,2,1,5,3,1
d2144_a1,3,3,2,4,1,0
d5136_a1,6,7,0,0,0,0
d2721_a1,0,4,1,2,6,0
d1959_a1,5,4,0,2,2,0
d2723_a1,3,4,0,3,2,1
c491_a2,2,3,2,4,0,2
d1786_a1,2,1,0,7,1,2
d2549_a1,3,1,1,6,2,0
d1021_a2,2,3,1,5,0,2
d2109_a1,1,6,1,1,4,0
b62_a4,1,3,1,4,4,0
d2511_a1,2,5,0,2,4,0
d2084_a1,1,3,0,5,4,0
d1887_a2,2,2,0,5,4,0
d2317_a1,4,1,2,1,1,4
b78_a2,1,0,1,5,3,3
d1953_a1,1,3,1,3,1,4
d2303_a1,6,3,0,1,3,0
c318_a3,1,3,0,1,2,6
d2243_a1,0,1,1,3,6,2
d3245_a1,2,6,0,0,5,0
d3584_a1,3,4,1,2,1,2
d2715_a1,2,6,0,5,0,0
d2285_a1,4,3,2,0,1,3
d2336_a1,4,4,1,1,3,0
d3599_a1,3,4,0,2,2,2
d2503_a1,2,5,1,2,0,3
d2533_a1,3,4,0,4,2,0
d2259_a1,4,2,0,6,1,0
d4110_a1,1,2,0,3,5,2
d2420_a2,2,4,0,4,3,0
d4148_a1,8,4,0,1,0,0
d2521_a1,4,2,0,6,1,0
c142_a3,3,3,0,1,6,0
d2703_a1,0,1,2,5,2,3
d2986_a1,3,5,0,3,2,0
d6972_a1,0,1,0,9,3,0
d1965_a1,3,4,0,2,1,3
d1543_a1,1,1,1,9,1,0
d3572_a1,2,6,1,4,0,0
d2920_a2,1,4,2,3,1,2
d2292_a1,3,4,0,2,0,4
d2553_a1,1,5,0,1,2,4
d2507_a1,2,1,0,4,4,2
d2717_a1,4,2,0,4,3,0
d2283_a1,0,4,2,2,3,2
d1957_a1,4,5,0,3,1,0
d2955_a1,2,2,1,2,0,6
d2983_a1,2,2,2,2,3,2
d3291_a1,2,3,1,4,3,0
d2823_a1,3,2,2,3,1,2
d2515_a1,2,1,0,3,2,5
d2105_a1,3,5,1,2,2,0
d2517_a1,0,1,0,3,4,5
d3258_a1,2,2,3,4,2,0
d2734_a1,4,3,2,0,4,0
d2326_a1,4,3,0,5,1,0
d3048_a1,3,3,1,2,0,4
d2500_a1,2,5,3,0,3,0
d2720_a1,4,6,0,2,1,0
d2806_a1,3,5,0,2,3,0
d3619_a1,1,4,1,2,3,2
d2795_a1,2,2,1,1,4,3
d1940_a1,3,5,0,3,2,0
d2943_a1,0,2,0,5,4,2
d2498_a1,3,3,2,1,0,4
d1963_a1,4,5,0,0,3,1
d2104_a1,3,4,0,2,2,2
d2735_a1,1,2,1,3,6,0
d2950_a1,2,1,0,6,0,4
d2453_a1,0,1,3,8,1,0
c114_a3,6,6,0,2,0,0
d2127_a1,3,2,1,1,2,5
c301_a6,3,3,1,4,3,0
c334_a4,2,3,1,4,4,0
b20_b13,2,1,1,7,3,0
a1_b96,3,4,0,5,2,0
a1_b86,2,3,0,1,2,6
a1_b92,5,4,1,1,3,0
b81_a8,2,4,1,4,3,0
d1224_a2,3,5,0,6,0,0
d1396_a2,4,3,1,3,1,2
d1951_a1,2,6,0,5,1,0
d3214_a1,3,3,2,2,3,1
d2712_a1,5,3,1,2,1,2
d2530_a1,2,3,0,4,0,5
d2095_a1,3,4,0,1,2,4
