ProteinGroup,S03,S05,S07,S11,S08,S14
d4527_a1,0,1,0,1,0,0
d5767_a1,0,0,0,0,0,2
d5390_a1,1,1,0,0,0,0
d4028_a1,0,1,0,0,0,1
d4466_a1,2,0,0,0,0,0
d4188_a1,0,0,0,2,0,0
d4744_a1,0,1,0,1,0,0
d4803_a1,0,2,0,0,0,0
d4026_a1,1,1,0,0,0,0
d4685_a1,0,0,0,2,0,0
d6815_a1,1,1,0,0,0,0
d5067_a1,1,1,0,0,0,0
d5515_a1,0,0,0,0,2,0
d8214_a1,0,0,1,1,0,0
d3945_a1,0,0,0,1,1,0
d4643_a1,2,0,0,0,0,0
d5772_a1,0,0,0,0,2,0
d6365_a1,0,0,0,1,1,0
d4817_a1,0,1,0,1,0,0
d6191_a1,0,1,0,1,0,0
d4601_a1,0,2,0,0,0,0
d5493_a1,0,2,0,0,0,0
d5126_a1,1,1,0,0,0,0
d7122_a1,0,1,0,1,0,0
d5025_a1,0,0,0,2,0,0
d3497_a1,0,1,0,1,0,0
d8265_a1,1,0,0,1,0,0
d6717_a1,1,1,0,0,0,0
d4821_a1,1,0,0,0,0,1
d4001_a1,0,2,0,0,0,0
d4542_a1,0,0,0,0,0,2
d4111_a1,0,0,0,2,0,0
d8370_a1,0,0,0,1,1,0
d5245_a1,0,0,0,0,2,0
d3734_a1,0,2,0,0,0,0
d4936_a1,0,0,0,0,0,2
d5419_a1,0,0,0,0,2,0
d8577_a1,0,0,0,1,1,0
d4547_a1,0,2,0,0,0,0
d4327_a1,0,2,0,0,0,0
d8247_a1,0,1,0,1,0,0
d8722_a1,1,0,0,0,1,0
d5208_a1,0,2,0,0,0,0
d5222_a1,0,0,2,0,0,0
d4676_a1,0,0,0,1,1,0
d4781_a1,2,0,0,0,0,0
d3912_a1,0,0,0,1,1,0
d4052_a1,1,1,0,0,0,0
d3437_a1,0,1,0,1,0,0
d5460_a1,0,0,0,0,0,2
d3963_a1,1,1,0,0,0,0
d4955_a1,0,1,0,1,0,0
d5355_a1,1,1,0,0,0,0
d4287_a1,0,0,0,0,2,0
d4840_a1,1,1,0,0,0,0
d5240_a1,0,0,0,0,2,0
d4313_a1,0,0,0,0,2,0
d5552_a1,1,1,0,0,0,0
d1744_a2,0,1,0,0,1,0
d6932_a1,0,1,0,1,0,0
d4625_a1,0,2,0,0,0,0
d5667_a1,0,0,0,0,0,2
d4629_a1,1,1,0,0,0,0
d5498_a1,0,2,0,0,0,0
d4988_a1,1,1,0,0,0,0
d4447_a1,0,2,0,0,0,0
d4383_a1,0,0,0,1,1,0
d4391_a1,2,0,0,0,0,0
d4954_a1,0,0,0,0,0,2
d3749_a1,0,0,1,0,1,0
d4011_a1,0,2,0,0,0,0
d4506_a1,0,1,1,0,0,0
d5221_a1,0,0,0,2,0,0
d8128_a1,1,1,0,0,0,0
d5470_a1,0,0,0,0,0,2
d4895_a1,1,1,0,0,0,0
d7227_a1,0,1,0,0,1,0
d6744_a1,0,1,0,1,0,0
d4881_a1,1,0,1,0,0,0
d5690_a1,0,0,0,0,2,0
d4666_a1,0,2,0,0,0,0
d7768_a1,0,1,0,1,0,0
d4661_a1,0,0,1,0,0,1
c804_a2,0,1,0,1,0,0
d5753_a1,0,2,0,0,0,0
d4721_a1,0,0,0,1,0,1
d7442_a1,1,0,0,0,0,1
d5474_a1,0,1,0,0,1,0
d4662_a1,0,1,0,1,0,0
d4071_a1,0,0,0,2,0,0
d2145_a2,0,2,0,0,0,0
d5749_a1,0,0,0,0,0,2
d5808_a1,1,0,0,0,1,0
d6929_a1,1,1,0,0,0,0
d6643_a1,1,1,0,0,0,0
d4543_a1,0,0,0,0,0,2
d4858_a1,2,0,0,0,0,0
d4725_a1,1,1,0,0,0,0
d4483_a1,0,0,0,1,1,0
d4918_a1,0,1,0,1,0,0
d3555_a1,0,0,0,1,0,1
d5846_a1,1,0,0,1,0,0
d5626_a1,0,0,0,0,2,0
d5598_a1,0,1,0,0,1,0
d4854_a1,1,0,1,0,0,0
d5286_a1,0,0,0,0,0,2
d4791_a1,0,0,0,1,1,0
d5560_a1,0,1,0,0,1,0
d4917_a1,0,1,0,1,0,0
d5786_a1,0,1,0,0,1,0
d8343_a1,0,1,0,1,0,0
d5281_a1,0,0,0,2,0,0
d4075_a1,0,0,0,1,1,0
d4576_a1,0,1,0,0,0,1
d3990_a1,0,0,0,0,1,1
d5063_a1,0,0,1,1,0,0
d6648_a1,0,0,0,1,0,1
d5066_a1,0,0,0,0,2,0
d4855_a1,0,0,0,0,1,1
d4913_a1,1,1,0,0,0,0
d4413_a1,1,1,0,0,0,0
d4795_a1,0,2,0,0,0,0
d7186_a1,0,1,0,1,0,0
d5333_a1,0,0,0,0,0,2
d5207_a1,0,2,0,0,0,0
d6277_a1,0,0,0,1,1,0
d4509_a1,2,0,0,0,0,0
d4951_a1,0,2,0,0,0,0
d5764_a1,0,0,0,0,2,0
d8184_a1,1,0,0,0,1,0
d5303_a1,1,1,0,0,0,0
d4000_a1,0,1,0,1,0,0
d4539_a1,0,0,0,1,1,0
d5040_a1,0,1,0,0,1,0
d3852_a1,0,2,0,0,0,0
d5029_a1,0,0,0,1,0,1
d7765_a1,1,1,0,0,0,0
d4060_a1,1,1,0,0,0,0
d4706_a1,1,0,0,0,1,0
d4628_a1,0,0,0,2,0,0
d5256_a1,0,2,0,0,0,0
d5698_a1,0,0,0,0,0,2
d5645_a1,0,0,0,2,0,0
d3540_a1,0,0,0,0,0,2
d6413_a1,1,0,0,1,0,0
d5682_a1,0,0,0,2,0,0
d4342_a1,0,0,1,1,0,0
d3719_a1,0,2,0,0,0,0
d6158_a1,1,0,0,1,0,0
d3919_a1,0,0,1,0,1,0
d5003_a1,0,1,0,1,0,0
d3934_a1,0,0,0,1,1,0
d4862_a1,0,0,0,2,0,0
d4959_a1,0,1,1,0,0,0
d5070_a1,0,0,1,1,0,0
d7252_a1,0,1,0,0,0,1
d4569_a1,1,0,0,1,0,0
d5615_a1,0,0,0,0,2,0
d7141_a1,1,0,0,0,0,1
d5059_a1,1,0,0,1,0,0
d4713_a1,0,1,0,0,1,0
d6714_a1,0,1,0,1,0,0
d4688_a1,0,1,0,0,0,1
d6840_a1,1,1,0,0,0,0
d4780_a1,0,0,0,1,0,1
d7404_a1,0,0,1,1,0,0
d7776_a1,0,0,0,1,1,0
d4996_a1,0,0,0,2,0,0
d5297_a1,0,0,0,0,2,0
d4777_a1,1,0,0,0,0,1
d5081_a1,0,0,0,2,0,0
d4658_a1,1,0,0,1,0,0
d6659_a1,1,1,0,0,0,0
d5415_a1,2,0,0,0,0,0
d5085_a1,0,1,0,1,0,0
d6228_a1,1,0,0,0,1,0
d4595_a1,0,1,0,1,0,0
d5078_a1,0,0,0,1,0,1
d6406_a1,1,1,0,0,0,0
d4717_a1,0,1,0,1,0,0
d6785_a1,1,0,0,1,0,0
d4599_a1,0,1,0,0,1,0
d4376_a1,2,0,0,0,0,0
d5326_a1,0,1,0,1,0,0
d3129_a1,0,1,0,0,1,0
d8678_a1,1,1,0,0,0,0
d4650_a1,0,2,0,0,0,0
d5486_a1,0,2,0,0,0,0
d4680_a1,0,1,0,1,0,0
d4743_a1,1,1,0,0,0,0
d3941_a1,1,1,0,0,0,0
d5608_a1,0,2,0,0,0,0
d7839_a1,0,0,1,1,0,0
d4684_a1,0,1,0,1,0,0
d5010_a1,0,1,0,1,0,0
d5768_a1,0,2,0,0,0,0
d4966_a1,0,1,0,0,1,0
d4090_a1,0,1,0,1,0,0
d5511_a1,0,0,1,0,1,0
d5393_a1,1,1,0,0,0,0
d5452_a1,0,0,0,2,0,0
d4524_a1,0,0,0,1,1,0
d4802_a1,1,0,0,0,1,0
d3819_a1,1,2,0,0,0,0
c114_a4,0,2,0,1,0,0
d4407_a1,1,2,0,0,0,0
d5320_a1,0,0,0,1,2,0
d3471_a1,0,1,0,2,0,0
d4069_a1,0,2,0,0,0,1
d4943_a1,1,2,0,0,0,0
d3691_a1,0,0,0,3,0,0
d4490_a1,2,1,0,0,0,0
d4999_a1,0,0,0,2,1,0
d8514_a1,0,1,0,1,1,0
d5215_a1,1,2,0,0,0,0
d7715_a1,1,1,0,1,0,0
a1_c136,1,1,1,0,0,0
a1_c118,0,0,0,2,0,1
a1_c129,0,0,0,3,0,0
a1_c117,0,1,0,2,0,0
a1_c122,0,0,0,3,0,0
a1_c128,0,0,0,2,0,1
a1_c127,0,1,0,2,0,0
d4013_a1,0,1,0,2,0,0
d4394_a1,0,1,0,0,2,0
c123_a9,0,0,0,3,0,0
c280_b16,1,1,0,1,0,0
d4503_a1,0,1,0,0,0,2
b59_b12,1,0,0,2,0,0
d5041_a1,0,0,0,3,0,0
d3044_a2,0,0,0,3,0,0
d4031_a1,0,1,0,0,1,1
d3416_a1,0,1,0,1,0,1
d3874_a1,0,1,0,2,0,0
d5801_a1,0,0,0,0,3,0
b45_a8,0,1,0,1,0,1
d6377_a1,0,1,0,1,1,0
d1281_a2,1,1,0,1,0,0
d3989_a1,1,1,0,1,0,0
d3713_a1,0,1,0,0,2,0
d4366_a1,0,1,0,0,0,2
d4906_a1,1,0,0,2,0,0
d5664_a1,0,0,0,1,0,2
d2610_a2,1,2,0,0,0,0
d4472_a1,1,0,0,0,2,0
d4471_a1,1,2,0,0,0,0
d3998_a2,1,0,0,0,2,0
d4798_a1,1,1,0,0,1,0
d4260_a1,0,0,0,2,0,1
d3951_a1,0,0,0,2,0,1
d5060_a1,1,2,0,0,0,0
d5242_a1,3,0,0,0,0,0
d5408_a1,0,0,0,1,2,0
d3173_a1,1,1,0,1,0,0
d5407_a1,0,0,0,3,0,0
d3829_a1,1,2,0,0,0,0
d3499_a1,0,1,0,2,0,0
d3512_a1,1,0,0,2,0,0
d3732_a1,0,0,0,0,3,0
d3453_a1,1,2,0,0,0,0
d3778_a1,1,2,0,0,0,0
d3960_a1,0,0,1,1,1,0
c237_a8,0,1,0,1,1,0
c237_a9,0,0,0,1,1,1
c237_a7,1,0,0,1,1,0
d4549_a1,2,1,0,0,0,0
d3838_a1,1,2,0,0,0,0
d4223_a1,0,1,0,0,2,0
d7981_a1,0,0,0,0,3,0
d5715_a1,1,1,0,1,0,0
d3864_a1,0,0,0,2,1,0
c433_a7,1,0,0,1,1,0
d3704_a1,0,0,0,0,2,1
d4299_a1,0,0,0,1,2,0
d3982_a2,1,0,0,1,0,1
d3982_a1,0,0,0,3,0,0
d1628_a2,0,0,0,2,1,0
d4330_a1,0,3,0,0,0,0
d5359_a1,0,1,0,0,0,2
d3894_a1,0,1,0,1,1,0
d6915_a1,0,0,0,3,0,0
d3827_a1,0,2,0,0,1,0
d3907_a1,0,0,1,1,1,0
d5024_a1,0,0,0,2,1,0
d4770_a1,2,1,0,0,0,0
d1732_a2,0,2,1,0,0,0
d5312_a1,1,1,0,1,0,0
b41_a5,0,0,0,3,0,0
d3953_a1,1,2,0,0,0,0
d4436_a1,0,2,0,1,0,0
c489_a5,0,0,1,0,0,2
d5425_a1,1,2,0,0,0,0
d2170_a4,1,2,0,0,0,0
d7474_a1,1,1,0,1,0,0
d4368_a1,0,1,0,0,0,2
d1464_a2,0,1,0,0,2,0
d5462_a1,1,2,0,0,0,0
d3981_a1,0,2,0,0,1,0
d4033_a1,0,1,1,1,0,0
d4191_a1,1,0,0,0,2,0
d4086_a1,0,1,0,0,1,1
d4347_a1,0,0,0,1,0,2
d5182_a1,0,2,0,1,0,0
d3846_a1,1,2,0,0,0,0
d4024_a1,0,2,0,0,1,0
d3463_a1,1,2,0,0,0,0
d3905_a1,0,1,1,0,0,1
d3522_a1,1,1,0,1,0,0
d3473_a1,0,1,0,0,0,2
d3032_a2,0,2,0,0,1,0
d4206_a1,1,0,0,0,2,0
d5052_a1,1,1,0,1,0,0
d4492_a1,0,0,0,0,1,2
d6567_a1,1,1,0,0,0,1
d2262_a2,0,0,0,0,3,0
d2864_a1,1,0,0,0,0,2
d4154_a1,2,0,0,0,1,0
d4213_a1,0,1,2,0,0,0
d3885_a1,1,2,0,0,0,0
d3516_a3,1,2,0,0,0,0
d3532_a1,2,1,0,0,0,0
d3942_a1,0,1,0,2,0,0
d4460_a1,0,1,0,2,0,0
d3751_a1,0,0,0,1,2,0
d4095_a1,0,1,0,2,0,0
d4837_a1,1,2,0,0,0,0
d4020_a1,0,1,0,0,2,0
d3479_a1,0,1,0,2,0,0
d4300_a1,1,2,0,0,0,0
d3090_a2,1,0,0,1,1,0
d4464_a1,0,1,0,1,1,0
d3883_a1,0,3,0,0,0,0
d5455_a1,1,1,0,1,0,0
d1506_a3,0,1,0,1,1,0
d5396_a1,0,3,0,0,0,0
d4523_a1,0,1,0,0,2,0
d3818_a1,0,1,0,0,2,0
d3163_a1,0,0,0,3,0,0
d5510_a1,1,0,0,0,2,0
d5672_a1,0,0,0,1,0,2
d3538_a1,0,0,0,3,0,0
d5609_a1,1,0,0,2,0,0
d3978_a1,1,1,0,0,1,0
d4753_a1,1,0,0,2,0,0
d3776_a1,0,0,0,3,0,0
d3171_a1,0,0,0,2,0,1
c268_a2,0,0,0,0,2,1
d1397_a2,1,1,0,0,1,0
d4969_a1,0,1,0,1,1,0
d3835_a1,0,0,0,1,0,2
d3140_a1,0,0,0,0,0,3
d4006_a1,0,1,0,1,1,0
d3286_a2,2,0,1,0,0,0
d4500_a1,0,1,0,1,1,0
d4048_a1,1,1,0,1,0,0
d2027_a2,1,2,0,0,0,0
d4598_a1,1,2,0,0,0,0
d3469_a1,0,1,0,1,1,0
d6630_a1,0,2,0,1,0,0
d5039_a1,1,1,0,1,0,0
d4845_a1,0,0,0,1,1,1
d5744_a1,1,2,0,0,0,0
d4125_a2,0,0,0,2,1,0
b47_a2,0,0,1,1,1,0
d5447_a1,1,1,0,1,0,0
d4456_a1,0,0,1,2,0,0
d4515_a1,2,1,0,0,0,0
d3327_a1,0,0,0,0,0,3
d5020_a1,1,1,0,0,0,1
d2834_a1,0,0,0,2,1,0
d5168_a1,0,0,0,3,0,0
d5388_a1,1,1,0,1,0,0
d6374_a1,0,1,0,2,0,0
d3149_a1,1,1,0,1,0,0
d4734_a1,1,0,1,1,0,0
d5373_a1,0,0,0,3,0,0
d4418_a1,0,0,0,0,0,3
d3862_a1,0,2,0,0,1,0
d4070_a1,0,0,0,2,0,1
d3524_a1,2,0,0,1,0,0
d4222_a1,0,1,0,0,2,0
d3465_a1,0,3,0,0,0,0
d4002_a1,1,0,0,1,1,0
d4392_a1,0,2,0,1,0,0
d5254_a1,1,0,0,0,2,0
d3887_a2,1,1,0,0,0,1
d3887_a1,1,2,0,0,0,0
d5695_a1,0,0,0,1,2,0
d4768_a1,1,2,0,0,0,0
d5313_a1,1,1,0,1,0,0
d4882_a1,1,1,0,0,1,0
d4982_a1,2,0,0,1,0,0
d5095_a1,0,1,0,1,1,0
d5717_a1,1,1,0,1,0,0
d7502_a1,1,1,0,0,0,1
d5061_a1,1,1,0,0,1,0
d3959_a1,0,2,0,0,1,0
d3498_a1,0,2,0,1,0,0
d3995_a1,0,1,0,1,1,0
d8127_a1,0,1,0,2,0,0
d5401_a1,1,1,1,0,0,0
d3831_a1,1,0,0,1,1,0
d5599_a1,2,1,0,0,0,0
d3419_a2,0,1,0,1,1,0
d3427_a1,1,2,0,0,0,0
d4297_a1,2,0,0,0,0,1
d4414_a1,0,0,0,1,0,2
d4634_a1,1,2,0,0,0,0
d3806_a1,0,2,0,1,0,0
d3958_a1,0,1,0,2,0,0
d8784_a1,1,0,1,1,0,0
d4292_a1,0,1,0,0,2,0
d4014_a1,2,1,0,0,0,0
d3688_a1,0,0,0,1,2,0
d7529_a1,1,1,0,0,0,1
d5295_a1,1,1,0,1,0,0
d5265_a1,2,1,0,0,0,0
d4393_a1,1,2,0,0,0,0
d4381_a1,1,1,0,1,0,0
d5473_a1,0,2,0,0,0,1
d5755_a1,0,1,0,0,0,2
d1922_a4,0,3,0,0,0,0
d4990_a1,1,0,0,2,0,0
d4656_a1,0,1,0,1,0,1
d4752_a1,1,1,0,1,0,0
d3950_a1,1,1,0,1,0,0
d3167_a2,0,0,0,3,0,0
d4511_a1,0,1,0,0,0,2
d4403_a1,0,0,0,3,0,0
d2852_a1,1,1,0,0,1,0
d5384_a1,0,0,0,3,0,0
d5183_a1,0,0,0,3,0,0
c328_a2,0,0,1,2,0,0
d3932_a1,1,1,0,0,0,1
d4032_a1,0,2,0,1,0,0
d4278_a1,0,0,0,3,0,0
d3795_a1,0,0,0,1,2,0
d4029_a1,1,0,0,2,0,0
d4337_a1,1,1,0,0,1,0
d4367_a1,1,0,0,2,0,0
d3943_a1,1,2,0,0,0,0
d4066_a1,2,1,0,0,0,0
d4426_a1,1,1,0,1,0,0
d5580_a1,1,0,0,0,1,1
d2583_a1,2,1,0,0,0,0
d3906_a1,0,0,1,1,1,0
d6449_a1,1,0,0,0,2,0
d3509_a1,1,1,0,1,0,0
d2366_a1,0,0,1,2,0,0
d4552_a1,0,0,0,0,3,0
d2863_a1,0,0,0,1,0,2
d4467_a1,0,2,1,0,0,0
d4433_a1,0,0,1,2,0,0
d4556_a1,0,1,0,0,0,2
d3472_a1,0,0,0,2,0,1
c660_a3,1,1,0,0,0,1
d5391_a1,0,1,0,2,0,0
d3699_a1,0,0,0,3,0,0
d4189_a1,0,3,0,0,0,0
d3539_a1,1,0,1,1,0,0
c116_a3,0,1,0,1,0,1
d5012_a1,0,1,1,1,0,0
d4238_a1,0,1,0,0,2,0
d4064_a1,1,1,0,1,0,0
d3709_a1,0,0,0,2,0,1
d3929_a1,1,2,0,0,0,0
d3814_a1,1,0,0,1,1,0
d5362_a1,0,0,0,0,0,3
d4284_a1,2,1,0,0,0,0
d4889_a1,0,2,0,1,0,0
d4402_a1,2,1,0,0,0,0
d4275_a1,0,2,0,1,0,0
d3420_a1,1,1,0,1,0,0
d3141_a1,0,3,0,0,0,0
d3910_a1,1,0,0,0,0,2
d4334_a1,1,1,0,0,1,0
d4765_a1,1,2,0,0,0,0
d6509_a1,0,0,1,1,0,1
d1774_a2,0,0,0,2,1,0
d3783_a1,0,1,0,2,0,0
d3459_a1,1,1,1,0,0,0
d4256_a1,0,2,0,1,0,0
d3467_a1,0,1,0,1,1,0
d3718_a1,0,3,0,0,0,0
b95_a2,0,0,0,1,2,0
d3370_a2,1,1,0,1,0,0
d5009_a1,1,0,1,1,0,0
d4641_a1,2,1,0,0,0,0
d4082_a1,1,2,0,0,0,0
c938_a2,0,2,0,1,0,0
d4083_a1,1,0,0,0,1,1
d4265_a1,0,2,0,0,1,0
d3985_a1,1,1,0,1,0,0
d4823_a1,1,2,0,0,0,0
d4544_a1,0,0,0,0,0,3
d3993_a1,0,2,0,1,0,0
d3774_a1,1,0,1,1,0,0
d3495_a1,0,0,1,1,0,1
d4037_a1,0,1,0,1,1,0
d4696_a1,0,1,0,1,1,0
d4975_a1,0,2,0,1,0,0
d3466_a1,0,3,0,0,0,0
d8478_a1,0,1,0,1,1,0
d7170_a1,1,0,0,1,1,0
d4325_a1,1,2,0,0,0,0
d3133_a2,1,2,0,0,0,0
d3133_a1,0,2,0,0,0,1
d5651_a1,1,2,0,0,0,0
d5372_a1,0,0,0,0,0,3
d3897_a1,1,0,0,1,1,0
d4668_a1,0,2,0,1,0,0
d3957_a1,1,0,0,1,1,0
d5152_a1,0,0,0,0,3,0
d5431_a1,1,1,0,1,0,0
d4792_a1,1,2,0,0,0,0
d4448_a1,1,1,0,0,0,1
c852_a3,0,1,0,1,0,1
d4073_a1,0,2,1,0,0,0
d3826_a1,1,2,0,0,0,0
d4727_a1,0,2,0,0,1,0
d4353_a1,1,0,0,2,0,0
d3869_a1,1,2,0,0,0,0
d4074_a1,0,1,0,2,0,0
d5343_a1,0,0,0,3,0,0
d5402_a1,0,2,0,0,1,0
d3494_a1,1,1,0,0,1,0
d4410_a1,0,0,1,1,1,0
d4352_a1,1,0,0,2,0,0
d3928_a1,2,0,0,0,0,1
d5064_a1,1,1,0,1,0,0
d4161_a1,0,0,0,0,3,0
d3506_a1,2,1,0,0,0,0
d5113_a1,0,0,0,1,2,0
d4897_a1,1,1,0,1,0,0
d4093_a1,0,1,0,1,1,0
d5748_a1,0,1,0,0,0,2
d5211_a1,1,2,0,0,0,0
d8747_a1,1,1,1,0,0,0
d5308_a1,0,0,0,1,0,2
d5689_a1,2,1,0,0,0,0
d4258_a1,1,2,0,0,0,0
d4084_a1,0,1,0,1,1,0
d4816_a1,1,2,0,0,0,0
d4869_a1,1,1,0,0,0,1
d4017_a1,1,2,0,0,0,0
d4065_a1,0,2,0,0,0,1
d3965_a1,0,0,0,2,1,0
d4623_a1,0,1,0,1,1,0
d3882_a2,0,2,0,1,0,0
d5389_a1,0,0,0,3,0,0
d4360_a1,0,0,0,1,0,2
d4398_a1,1,1,0,1,0,0
d8276_a1,1,1,0,1,0,0
d4518_a1,0,0,0,3,0,0
d3103_a1,0,0,0,3,0,0
d3859_a1,0,0,0,1,2,0
d4308_a1,0,0,0,0,1,2
d5073_a1,0,0,0,1,2,0
d3939_a1,1,1,0,1,0,0
d3889_a1,0,1,0,0,2,0
d4282_a1,1,2,0,0,0,0
d5200_a1,1,2,0,0,0,0
d4341_a1,1,0,0,0,0,2
d4438_a1,0,2,0,1,0,0
d4553_a1,0,1,0,2,0,0
d3948_a1,0,0,0,1,2,0
d4379_a1,0,1,1,0,1,0
d5230_a1,1,1,0,1,0,0
d7960_a1,1,1,0,1,0,0
d5605_a1,0,2,0,1,0,0
d4277_a1,1,2,0,0,0,0
d5398_a1,1,1,0,1,0,0
d3694_a1,0,2,0,0,0,1
d5516_a1,1,0,0,0,0,2
d5487_a1,2,1,0,0,0,0
d4306_a1,0,0,0,3,0,0
d4965_a1,1,1,0,1,0,0
d3711_a2,1,0,1,1,0,0
d3536_a1,0,2,0,0,1,0
d3974_a1,0,2,0,1,0,0
d3757_a1,0,2,0,0,1,0
d6318_a1,1,1,0,1,0,0
d8606_a1,1,1,1,0,0,0
c774_a2,0,0,0,2,1,0
d4525_a1,1,0,0,0,0,2
d3161_a1,0,0,1,0,2,0
d4212_a1,0,0,3,0,0,0
d4195_a1,1,2,0,0,0,0
d4190_a1,0,2,1,0,0,0
d3908_a1,1,0,0,2,0,0
d4432_a1,1,0,0,2,0,0
d4973_a1,1,1,0,0,0,1
d4702_a1,2,1,0,0,0,0
d4859_a1,1,1,0,1,0,0
d4268_a1,0,0,1,0,2,0
d3849_a1,1,2,0,0,0,0
d4039_a1,0,1,0,0,1,1
d5304_a1,1,0,0,2,0,0
d3844_a1,1,1,0,1,0,0
d3748_a1,0,0,0,2,1,0
d4272_a1,0,1,0,0,2,0
d5570_a1,1,2,0,0,0,0
d3968_a1,1,1,0,1,0,0
d3359_a1,0,0,0,3,0,0
d3987_a1,0,1,1,0,1,0
d4346_a1,0,0,1,0,0,2
d4034_a1,0,0,0,1,1,1
d4409_a1,1,1,0,0,0,1
d3964_a1,0,3,0,0,0,0
d5657_a1,0,1,0,2,0,0
d5538_a1,0,0,0,2,1,0
d5196_a1,0,0,0,1,2,0
d4720_a1,2,1,0,0,0,0
d4442_a1,2,1,0,0,0,0
d5694_a1,1,2,0,0,0,0
d5533_a1,0,1,0,0,2,0
d3997_a1,1,0,0,1,1,0
d4446_a1,2,1,0,0,0,0
d4076_a1,0,0,0,2,0,1
d4505_a1,0,1,0,0,0,2
d5345_a1,1,1,0,0,1,0
d3834_a1,0,0,0,1,2,0
d5787_a1,0,0,0,3,0,0
d4350_a1,0,0,0,3,0,0
d3422_a1,0,3,0,0,0,0
d5122_a1,0,0,1,1,0,1
d4796_a1,2,1,0,0,0,0
d3927_a1,2,1,0,0,0,0
d3863_a1,0,2,0,1,0,0
d3552_a1,0,1,0,1,1,0
d3922_a1,0,1,0,0,0,2
d4354_a1,0,1,0,0,2,0
d5282_a1,1,1,0,1,0,0
d5340_a1,0,1,0,0,2,0
d3926_a1,1,2,0,0,0,0
d5185_a1,0,0,0,3,0,0
d4461_a1,2,1,0,0,0,0
d3911_a1,0,2,0,1,0,0
d3548_a1,0,2,0,0,0,1
d4431_a1,2,0,0,1,0,0
d4724_a1,1,2,0,0,0,0
d5363_a1,0,0,0,0,3,0
d5089_a1,0,1,1,1,0,0
d3674_a1,0,0,0,0,3,0
d4283_a1,0,0,1,1,1,0
d4550_a1,1,1,1,0,0,0
d4216_a1,0,0,0,1,2,0
d3949_a1,0,1,0,2,0,0
d5370_a1,3,0,0,0,0,0
d3177_a1,0,0,0,2,1,0
d4401_a1,1,1,0,0,1,0
d5771_a1,0,0,0,0,1,2
d7901_a1,1,1,0,1,0,0
d4513_a1,1,1,1,0,0,0
d4395_a1,1,2,0,0,0,0
d3510_a1,1,1,0,1,0,0
d4647_a1,1,2,0,0,0,0
d4068_a1,0,1,0,2,0,0
d3451_a1,0,1,0,2,0,0
d4038_a1,2,0,0,1,0,0
d5293_a1,1,0,0,0,0,2
d5630_a1,1,2,0,0,0,0
d5441_a1,1,0,0,0,0,2
d3871_a1,0,3,0,0,0,0
d7676_a1,1,1,0,1,0,0
d4312_a1,0,0,0,2,0,1
d3986_a1,0,1,0,1,1,0
d3875_a1,1,0,1,0,0,1
d3930_a1,1,0,0,2,0,0
d4239_a1,1,0,0,0,2,0
d4194_a1,0,0,0,3,0,0
d4565_a1,0,0,0,2,1,0
d4439_a1,1,0,0,0,2,0
d5322_a1,0,0,0,0,0,3
d5051_a1,1,2,0,0,0,0
d4925_a1,0,1,1,0,1,0
d4620_a1,2,1,0,0,0,0
d5482_a1,1,1,0,1,0,0
d3414_a1,0,3,0,0,0,0
d4053_a1,1,1,0,0,1,0
d3900_a1,0,0,0,1,2,0
d4929_a1,0,1,0,1,1,0
d4435_a1,0,1,0,2,0,0
d4832_a1,0,0,1,1,1,0
d3904_a1,1,0,1,0,1,0
d4499_a1,1,0,0,2,0,0
d4057_a1,0,2,0,1,0,0
d3448_a1,0,0,0,1,2,0
d5267_a1,1,2,0,0,0,0
d3166_a1,0,0,0,2,1,0
d3537_a1,1,1,0,1,0,0
d5233_a1,0,1,0,0,2,0
d5107_a1,0,1,1,0,1,0
d3975_a1,2,1,0,0,0,0
d4528_a1,0,1,0,2,0,0
d4469_a1,1,0,0,0,0,2
d5549_a1,1,2,0,0,0,0
d7026_a1,0,1,0,0,0,2
d3478_a1,0,2,0,1,0,0
d3924_a1,0,1,2,1,0,0
d4174_a1,1,1,0,2,0,0
d3797_a1,1,2,0,1,0,0
c462_a2,0,0,0,1,1,2
c577_a3,1,1,0,0,1,1
a1_c133,0,0,0,4,0,0
a1_c132,0,0,0,2,2,0
a1_c114,0,1,0,3,0,0
a1_c123,0,3,0,1,0,0
a1_c104,0,0,0,4,0,0
c255_a5,0,1,0,3,0,0
d3462_a1,1,3,0,0,0,0
c280_b11,0,0,1,3,0,0
c280_b13,1,1,0,2,0,0
d4224_a1,1,3,0,0,0,0
d5261_a1,0,2,1,0,1,0
d3408_a1,2,2,0,0,0,0
d4310_a1,1,1,0,2,0,0
b17_a2,0,0,1,2,0,1
d3137_a1,1,2,0,1,0,0
d3952_a1,2,0,0,0,0,2
d3673_a1,0,0,0,1,3,0
d5184_a1,1,1,0,0,2,0
d5004_a1,1,1,0,2,0,0
d3096_a1,0,0,1,2,1,0
c225_b10,0,1,0,0,0,3
d3434_a1,1,1,1,1,0,0
d4252_a1,3,0,0,0,1,0
d3393_a2,0,2,1,0,1,0
d4329_a1,2,2,0,0,0,0
d3731_a1,0,0,0,2,0,2
d3452_a1,0,0,0,2,0,2
d2098_a2,0,0,0,3,1,0
d3740_a1,1,1,0,2,0,0
d3232_a1,2,1,0,1,0,0
b69_b10,1,1,0,0,2,0
c472_a3,0,1,0,2,1,0
d1164_a2,0,1,0,1,0,2
