ProteinGroup,F06,F01,F07,F08
358e637e-023b-4cf3-9f8f-abaadc263b51,18,12,54,26
e56839ef-890b-4aa2-816d-af2c0512afda,28,18,58,4
f4ee49c7-b71a-4ec7-9227-9ba88783c47a,12,22,62,12
df33f1cd-5722-42fb-8512-efa96436c4cb,32,6,68,2
39dc515e-11d9-43d5-b95f-dfbf5bbcc870,28,16,56,8
9e4e7e03-9af4-45a6-8c01-ead06b74d347,28,28,48,4
62bfb422-3a53-4ed6-99cb-bd30f5a1b385,26,24,42,16
4e438a8e-fdf6-41e5-b239-4f7363acb537,18,56,32,2
d533d497-7b34-42c2-acc7-65258e03e909,24,18,36,30
5545a904-e08c-4d5b-b701-6bed7cef7008,32,8,62,6
c6e5b835-9c74-4a2f-8179-15acecb30a3a,20,10,68,10
9f33ea26-13f7-49b9-92dd-1b0e71d6ace2,22,22,56,8
e3f4d1b8-7d79-44ab-a2b4-eab3ecbb1d87,26,28,36,18
f945893f-53ca-4443-b8ba-12ae00257805,28,24,50,6
a085ba62-b3e2-4718-b861-efbe863341a9,22,18,54,14
cfe249b9-52bc-4e61-be9d-1ea2e6c5a007,18,40,38,12
3d23009d-05c6-47b3-9163-64422731c420,28,18,48,14
99ec4413-688b-47bc-90ae-0f6788497650,22,26,50,10
42cc3d61-7030-4128-8721-e55442bdce6e,30,22,42,14
5a0f4ed5-4f9e-477f-aeb5-f11d1e919c6a,22,46,40,0
4b1c10de-f90e-4f72-afcc-88216a051e33,6,62,36,4
fe75b3a3-0917-4180-995b-9e3d88fcc99d,18,48,38,4
4a57e32b-1cac-4929-ae81-a6a9b8535366,32,0,72,4
bb154b53-257b-40d1-aa1f-c48144867378,22,38,48,0
a101480e-decc-4c98-b32c-75806284d2d9,10,56,30,12
18358d0b-83ee-4f2f-a3fd-52e99620f696,14,66,28,0
bc44e778-5a53-4888-88fc-94449c9e0cfd,22,38,28,20
91f3f3b7-3371-46b7-bd09-272ecc58998c,16,28,58,6
617b03df-f273-4fe8-9335-efcb2f504d28,22,48,32,6
ffbf5b0e-8332-4f9d-bd34-04b4d680b5ad,34,20,44,10
445d65e8-53c6-47d9-aeb7-5735b278a789,22,4,62,20
0590d6b0-6273-44c6-bedd-80d2ef28f463,30,38,36,4
aefc76b0-41bc-4b5d-a807-7d9e6002b223,26,22,56,4
e9c1345a-431a-439c-aa14-3d66a233dd8a,12,30,60,6
f3c8a94f-9e9d-4a9e-bd45-161e2cde965a,16,22,60,10
febf46f4-6c20-4da9-bbb1-f687b01adcbd,32,30,42,4
acca4c41-74fd-466f-b040-ed751c0ae4bd,38,18,40,12
f243d7e7-16d1-4f04-98d3-74c305bf0c0f,18,60,14,16
a07ea1c1-aca1-4ad3-b127-a783c2d49cde,42,8,54,4
4ce48d49-0653-40c2-a18f-8b68815abcde,38,8,58,4
d8b0ffbc-240d-4810-a55c-1148b9e76ecb,30,26,52,0
175a4305-fcf3-4e01-826c-4bb475880bed,22,52,34,0
361cd603-5596-4c4f-9a7b-0140e0dc2569,14,68,16,10
2a12899b-6361-48a4-b875-9658482a2352,14,48,22,24
01ee186c-c226-4a0e-97c6-bd1519b59c30,22,38,32,16
752bb42d-3fae-4f18-826f-728f77466c41,0,62,0,46
fe3670e9-2bef-4a2f-a060-d9d7857fc643,24,42,24,18
bdd2ca74-f66b-4b4e-b4dd-01c11516abd9,20,50,24,14
41965da5-038c-4b12-bc66-7168b2763a31,30,30,46,2
97d39f08-bf91-496d-b83c-3441582ecb65,26,10,60,12
73169698-eb2f-4ade-8a1c-c4e7b92192e7,28,26,50,4
3494b2b9-b5a3-416d-874b-1dd8568d2eac,6,78,12,12
74cf616b-057e-4e18-a759-41e8f2ea2ebb,26,36,46,0
03cbfdd2-4ced-45c8-86c9-d91c43aee6cb,4,80,4,20
51d1dd69-43fb-4481-89e3-2ce3f3537f79,30,0,52,26
74e2873b-f3d0-4f74-981b-2e55d3bd4b6b,18,64,20,6
a3f46832-03c1-4772-a7c0-0b9334eea3ac,26,0,70,10
1574b6e9-fabd-41e9-b320-f39e0fe9c0f7,12,38,38,18
d1745628-2444-4867-b972-308213c54307,26,26,46,8
e655c70e-63e0-4288-9c00-1e0539cc6851,24,20,62,0
bb62a1b2-f654-4521-b70b-67f1ffe9ce5a,20,8,40,38
317313f8-6fb4-4526-b5c3-9bc5feb68efa,26,8,70,2
f95ae878-1ed9-4717-a1af-bffb43cff65f,26,10,66,4
67d0678d-b31e-43df-92b1-eb6703889750,32,14,44,16
6ff2b570-351a-4a22-a6c1-3f2c48fb0b11,24,24,50,8
8c1e3cc6-8e4e-48d8-ad4b-db4abadd2b1f,26,12,38,30
4b5007af-52f8-4df6-bdf0-dd84c9a2e30c,14,44,44,4
1212909a-333f-4c90-9312-e6b1af5e6030,12,30,42,22
0e283469-ce5d-42ed-838d-9c15cd1440d1,28,24,48,6
91bd0946-dc6a-492f-90a5-cc29b69c7a9b,16,56,32,2
373a1e4f-da71-4e5f-91f3-579778892cb6,26,28,32,20
28b9fdc3-9e35-4f86-847a-14ec5c186ea7,22,38,32,14
4bf286d3-c831-4826-82ca-1d890fb39853,10,62,30,4
d2c1a56f-575f-406d-b8f9-274f9ff23402,18,38,28,22
e43ce772-48b9-42d7-8617-386a5d98dc93,20,36,34,16
bda0d165-b42d-485e-a53e-96b25ce73c08,22,26,38,20
09af25dd-c0ee-493f-a623-cb4bbb24aa0c,20,12,60,14
de38b562-f661-47ec-9fc4-b3343ee3b75d,32,0,66,8
f87bff9a-e60a-4579-bbe2-ab933fe8ab65,22,0,76,8
5d5ad102-60bf-409f-9337-0112bbaefab1,28,10,62,6
18aaf048-97ba-40a8-8b9c-a3d74f8e9993,34,2,70,0
f7bf2b62-b81f-4c34-b1d3-18b1a499482f,20,50,24,12
57499a08-bb5b-47a9-bb0b-c062c6a9d221,22,14,52,18
b8523765-6184-4d86-a45c-1c23cff2df06,30,18,38,20
a82ea762-4ffe-465f-8c48-4cb97d29bd1a,16,46,38,6
d6fbc9c2-8e71-48a5-b5b0-d38a4c1b54c9,18,44,38,6
dc32dcf1-cda6-48fc-b1c7-64c5f3920084,22,0,82,2
19da35ea-0ca5-4ed0-9c9f-f233be77be73,4,86,2,14
f74cbb49-68c2-4e64-ad4c-2147578a89c2,18,62,20,6
18ba0e6f-5552-41ae-9854-17cd19d7e7f3,14,78,12,2
b424a6c4-8853-46f5-ad0e-c6bb91f53bb2,28,12,60,6
957faccf-3b8f-442c-b42d-f2263f9e356d,30,14,56,6
35f1e166-2254-499b-8e97-6489f5d0f400,22,52,20,12
f6c570af-3ec8-4c99-9027-0f365f84062d,12,54,40,0
00fddded-f4da-4994-817d-19f152499c85,14,62,24,6
8ba22037-28a9-4518-a736-44bf0d9c6ac6,12,72,20,2
a6bb1e07-8d14-4056-8162-5c95f978ed7f,10,68,16,12
1b182e7f-6402-4955-8a0d-ea4635f76924,26,28,50,2
55b868d3-4324-4822-a0f7-36e51be0c82d,20,22,48,16
378eadfc-4b15-4663-bf46-3e6677171883,20,18,52,16
2b47b453-4d87-4e95-b538-dfaa913b13cd,16,32,56,2
b77af594-bdce-476c-89f0-bea0c17c1185,42,2,58,4
69c86a68-182f-44c8-9a13-3f03a4af02bd,34,16,54,2
9d4042a6-e0dd-4320-a748-5a1b421c2b03,12,46,30,18
86553cd4-f696-4e55-87c9-8adc002fda82,22,20,52,12
51e0a3e3-07d8-4cc2-a397-1b13e30ae4bd,18,50,20,18
72b5243d-7699-4353-804a-96c9ef2ce57e,28,14,56,8
1271d117-e898-4381-8bf2-1b3f2cd07a8a,20,48,20,18
2648b2d5-afd7-4f48-b85e-d7e50971a3d2,24,24,48,10
791b23df-ec4a-474e-ab5c-5a76c59a0af2,18,60,22,6
13c8d2dd-244d-4c3f-8193-b69eb3e5aefc,8,24,26,48
e3a13ebc-52ca-4952-b35a-a78dcc480ee2,12,68,10,16
1bbfecae-7230-4df7-baa3-0da25a733118,18,14,52,22
af7c5d6c-fd4f-4552-aeb1-70eb7bc73b5d,20,28,42,16
4244f068-39df-4f39-9fde-4809e576deb1,28,44,28,6
791edbc4-ff82-493e-8d46-e948b7f46200,2,70,6,28
fe968203-6ab4-48db-bf53-89a490da2be8,8,46,20,32
d5f7b1c4-c8a5-4ff9-9a5f-6a9363973dab,6,42,10,48
4075ef57-0de6-436b-a042-f78ece7595f8,14,42,22,28
5f17e4e0-9003-4d40-a140-75977c0f6034,22,4,68,10
2a0f9d67-69b9-4a5d-a2a3-4cb0f3469aa7,14,44,38,8
d8ee5328-dab4-4097-9b5d-a2ec6ab1104e,14,32,44,14
77119953-a16d-4323-9085-7299cb9b45e1,14,40,42,8
4cfe7f50-2d33-4a0a-8ba3-34330bf35339,20,34,24,26
8f269845-3e79-4769-9cc7-4bc1a11aa966,22,26,56,0
f1759974-b7f5-4d96-b878-e35449d8a417,22,10,62,10
c627a60c-6a38-4b60-8969-17b769fbf72f,20,10,64,10
8f4df9d1-dc16-436c-acc2-6918c5f45a26,16,30,50,8
874ee88f-a42b-4b7b-bcc5-145cfb8b704b,26,30,36,12
820920ab-9074-4d3b-82a2-7e9cdb8d7275,18,22,50,14
6763cbe7-9397-464e-97de-2df405848ed7,20,36,36,12
f54ba2a3-c0c8-42cb-9f88-aafc2c0bbee2,28,18,42,16
9cd27f25-f17a-4cae-af46-bbae65347985,14,48,30,12
a91b2a1d-762a-4143-bdd9-49398287c0c4,28,4,72,0
aac77d30-f5f6-440f-b919-f6b5f0bd7722,0,64,0,40
16a5d561-3f30-42b3-92dd-8d1ba5d387de,20,36,36,12
6b8f1076-aa14-41a0-be2e-9128727b436d,22,42,28,12
b9bda576-7e54-4a27-8fb3-dc7b08f92130,24,10,54,16
525757e3-733d-4716-b23c-bf8c78a0b2a7,16,34,32,22
70f6b745-92c4-4838-b9e9-c8310b7c038c,28,34,30,12
5615c44f-8480-498d-bd76-913f2b486747,32,8,44,20
4db50cfb-7c36-419d-9343-67eb43e39a26,10,62,24,8
f03dd715-048e-43ad-84d3-6d876cc47893,24,8,64,8
bdf6f035-a527-45a8-8ee5-2b167e7715d3,26,24,46,8
65495b77-2215-435e-8279-a75bf126e1c0,30,28,40,6
36f1c50b-e5fe-443a-9c27-5f835e920981,18,48,34,4
b09d10f0-b860-46fe-a8d7-6095f1867815,16,44,38,6
81b4f432-febe-4739-a453-d28b1a2e1b56,18,60,20,6
eb85379d-5a97-4316-b966-5a8a3132cd59,30,14,56,4
9b64a47c-624d-4990-bd3c-e91ecd2d4129,26,26,44,8
31c052ff-7a80-4fd1-be41-676d34b34891,32,24,42,6
4f0cb2ce-eb03-49a3-9f68-7f8d7cbd62d2,24,24,40,16
74cacf95-e346-424c-a5a8-3e83481dd8b5,26,14,64,0
6d82895c-fd61-44ba-a7a5-20bfec5b91a8,28,18,44,14
4cb92003-7862-4729-8869-cb07d4abe8fe,20,20,56,8
f6b222c0-a4dd-4aa9-896f-9c34dadb6c00,10,46,30,18
357d5330-c5b0-4c10-abe3-0778066fbd8b,16,20,56,12
bc4c811c-7fa5-4ab3-b1bf-92024305fd22,18,16,66,4
6d15be0b-0205-468f-b8eb-9f415ce2d3d3,22,8,66,8
64ba3100-f4a3-418b-aafc-295edd7fcd42,32,0,64,8
c492461c-cc6a-4aa2-bc37-0603c953685b,26,28,46,4
2c535df1-63c8-42d7-9d75-3b6cca6dbfdd,24,36,30,14
7590c895-3da3-4c87-82d4-d8be46d775b4,32,32,38,2
792ddc7f-3ab2-47ff-924e-5ed1c217cb6c,18,44,34,8
bf860293-59b2-4149-9611-541de8895549,16,42,30,16
067a58fb-d4b3-4320-8ee6-ee695abca0c0,28,10,46,20
4f303c96-6e5f-4458-8b5c-fa1844035cf0,30,4,66,4
4fe2a144-4bd6-4398-9e61-6491b8981dec,8,46,0,50
ff88fb73-720a-4033-b9f9-d9e925d3f844,28,12,60,4
2414ead1-bab7-457c-994f-a31bb038280a,34,12,58,0
382183eb-4cdf-4146-873f-abadf6ea7d26,10,68,20,6
c2136170-c341-4eb4-a78f-2a9b497fb244,14,54,12,24
65791a6e-cd27-4bb5-bbe4-33983d8f9ebf,4,48,10,42
cc5913f9-3f2e-4eaf-8d07-6241658281c9,18,36,44,6
cfea3cc0-4c54-46d4-ad62-c48c53162f1c,20,0,72,10
3320be78-0f1c-45d2-8322-f35ba2b39f5e,26,20,38,18
5f1b632c-a3e4-44c0-a05a-51903c807b5f,22,28,40,12
9c65b4f0-d1e9-4fd4-9f36-2bc0f67d5d97,14,42,42,4
5b34ceb2-b2de-4e01-8542-dea891b29968,34,10,48,10
e1604ab3-24b5-4722-a583-90f8ed225cfc,36,6,56,4
257fe5a2-f22f-460e-9b52-aae0ada50746,20,16,54,12
2b64e36e-7f16-4cfb-99af-80f21f0e9499,32,24,34,12
493d7f28-27ba-4c05-8ed7-918ee9e08ff4,22,14,40,26
21d0c22c-345a-4c94-b078-315e31c5fa40,28,22,40,12
83fc60b3-8097-4805-a5df-09be22202d3a,38,16,40,8
894d8426-39de-4457-a159-241987c84c2e,24,44,34,0
590fa3cf-dfa7-4f2f-ae71-1711d5199504,14,68,20,0
6df3070f-eb8e-4e15-bcb7-960b1e0db750,12,68,22,0
ce82a1d0-e901-43b1-bdfa-cf7525f99824,24,38,36,4
2f7bf185-8fc6-4e00-a47b-fbc1cb775aca,20,6,48,28
7fd672a7-d7c0-4473-aaea-bb985a0c67dd,30,4,60,8
0c41ecb9-b453-45e9-a78d-0f5a9e937f02,18,10,44,30
985df865-1468-4e19-b114-2df00e6121a4,22,48,32,0
075482fb-e0c7-4bc7-9fbf-291c6dc3a84a,24,60,16,2
f6e4a0ec-6da8-4b34-bdaf-c43466281bce,24,2,70,6
c7b96154-86df-4e48-acd1-03ae01f1ee6f,14,50,24,14
f802388e-5aae-4ff6-851e-722e1e121784,22,26,36,18
13e121b4-9346-40f3-a0e6-8fbccef91afd,36,8,58,0
e132ad20-beea-4ba5-9826-03ed804d2408,28,8,64,2
e44f710c-4f94-431a-8f4d-db0877e183ff,22,10,58,12
1025403b-21e7-4094-bd3e-5b85a787c2a4,36,14,52,0
e7ff136d-1268-4bd7-a272-4dc951abc19b,28,6,68,0
1a5148e0-1e90-405b-aeaa-a4c54fc68bec,18,22,58,4
be5201ec-6e77-423a-8cf3-48272d8c4858,22,40,32,8
0140b0c3-c667-4743-be98-ee28d2ab9429,12,52,20,18
8212b541-e4af-4444-ac74-aedf20743e84,30,40,28,4
3fcc5153-ae82-4818-8db2-bd7ff6b98177,18,52,8,24
dcbd9f6e-413c-465e-9fd7-e82b7fdd50ce,4,86,8,4
410d41dd-1d94-488f-8118-8419f56fde08,20,52,24,6
acc9a343-8eb3-466d-afc5-05a5f363d967,24,44,34,0
7db5ecd1-5ce1-43a0-a9ea-24b3d5f58442,28,4,58,12
bf1b2523-c6cf-41f5-a4f8-89449735bac3,22,10,56,14
c59e1e10-f9be-479f-96d2-586f8b294c78,32,28,42,0
29148638-cb20-42fe-bcc8-605fcc5f76fe,28,12,58,4
3d5c2fca-c814-4d2f-a52e-24d669f8c648,34,4,56,8
7f84924a-1a09-4a8a-8f4a-9d6d5f2b0876,28,8,54,12
db3758c0-3ba5-4d66-b217-232ad454ec97,34,10,58,0
f17da89c-465a-4cb0-a7db-fab6a81d9136,24,32,46,0
1c066fbd-8024-4bb5-a8b8-e14c698be1eb,40,20,42,0
45e79c73-8087-4e29-96ba-3f6cb26064a9,38,20,44,0
3e19f733-27d9-4a9c-953e-0636c5d0269a,2,72,4,24
b2b6fff9-083c-49b2-b853-fed7efb8ace5,26,16,40,20
3abbf829-2553-4de3-a21a-4cce6f1ff7a2,18,0,56,28
a8c87709-bc62-4e47-b0f8-e8473d5fa43e,0,48,10,44
9af85f12-454d-4708-8576-ca86aeb6aa77,22,24,28,28
81748762-9f54-4396-98ac-08a36a710aaa,12,56,6,28
791372c3-418d-4b4e-90fa-814b1c7fd816,26,38,20,18
f3da4ba0-35d6-465b-879d-f393b3a68add,2,62,2,36
9de04fff-bf1e-45e8-bf60-1891b570507f,22,2,66,10
96f871f1-47b2-4d8f-a42f-1394a2653317,20,0,66,14
9b70e514-e124-494a-afd7-d3081d4d0e50,16,28,48,8
24d66dfb-749f-4ef4-b053-45eeffb98406,12,42,38,8
8cf665a1-6522-4335-817f-9a3d8e933c53,24,18,58,0
2853aec4-71fb-4e41-9a2f-6c240dcde0bd,24,8,50,18
d85e2e42-c3d8-4f02-825b-0d667110da5a,26,2,68,4
04686579-04b8-4314-9fec-ff026c0fc977,26,8,54,12
8a6dd62a-6701-4daf-86c9-7f4693cfd91d,28,4,62,6
c22402a7-dcba-43bd-a995-f4d60e253f00,18,10,60,12
9732c652-409a-4b5c-bc8a-73e188291032,34,14,48,4
8de4bc10-766d-4de2-a927-b55a0820cacf,22,42,32,4
0f1bfdc1-238a-4cb9-9194-f9b3a3b3b260,28,30,36,6
6b18ca0c-3a7c-4fb8-9b9e-25165df9f7f2,26,30,40,4
6385b5b8-de16-413d-ad23-1ba475d379ad,22,2,76,0
31576154-5d0a-43c8-8377-deffb18fccd9,20,42,26,12
eccf1f58-6741-4d1e-a4d5-057619328124,32,26,42,0
8183ffcc-366b-4ccd-ac0a-28890652cbae,22,8,62,8
bb7d7e59-8111-4a0d-9a18-af843a625d4b,10,44,34,12
7da6535a-aebd-4ea0-9ada-95c224ac0487,26,28,42,4
e2546795-c85a-4622-9861-d87c69041767,18,42,32,8
50b0bec3-7de5-4fd8-ab4a-ee7282a2e280,30,4,46,20
944e28f9-01ca-4c36-a10a-22f318ff84a2,16,46,34,4
9c4f5292-c2e0-40d9-bb57-9e92c5144e35,2,36,0,62
fcef0d10-87fc-4c30-9ac7-f344471eb538,24,48,24,4
c067c91d-8e68-4866-af5f-01d3895d1193,16,38,36,10
48d322d4-7e6f-404e-9d06-6a2356ce5408,14,32,46,8
5409cd6b-4d25-4372-bfdd-673bf8de32b1,10,30,34,26
270c2cbc-597b-4509-8baa-602473e3e9eb,14,40,40,6
f171b203-9055-4846-bc72-5ee0e7c17333,24,2,68,6
476c6f26-a67a-4b7d-a56f-65428a9dbad4,16,42,34,8
05178e60-9c39-47bc-ad32-39644943772f,34,10,56,0
4ed7d350-2145-4ff3-8817-59c2534d0d1e,24,6,60,10
fc3cde02-2d14-4080-8d97-05bc982a630b,34,26,38,2
edb2ea3d-92a1-4037-8c40-a6ea23bbafe9,26,24,48,2
7947d64f-16ee-4328-b876-862df6c6d82c,18,18,60,4
1d71ab38-dfbe-41ec-97e8-015fd3baef88,26,28,34,12
e357a275-2211-4ca8-8827-6b9559a1aede,18,0,76,6
259f37be-9dfd-4441-a675-2ee3f35793a4,14,34,52,0
7d7ad9fd-bac3-4281-9503-badbf75c8f99,32,6,46,16
eb2dbb6d-a2b2-4da9-b6ce-36b22e3e26de,20,10,64,6
fa8185de-2783-4e69-81c1-9fc7511ca9dd,8,48,16,28
f397593c-4610-4372-bb3a-360c16abfa34,4,16,0,80
73e24aa9-71a7-43cb-902f-238ec2f1f3d9,24,28,38,10
47f96338-d857-4952-98c0-c849105f2c6b,26,18,42,14
8a544a2c-0808-4ce5-b5f6-e88ae85647c8,26,16,30,28
d6b059e4-af40-4277-87ad-5626d338f683,26,22,50,2
eaeb9797-eb12-497e-b32c-086a728fc293,28,22,50,0
23e9d778-b18e-42f4-9330-9af6f836ef0a,22,10,68,0
0ad7e917-9a2c-467c-a74a-3c3cb92e1c5b,26,8,66,0
98f7143a-12f5-4736-bf79-b555be2860bd,14,46,32,8
203dcad8-941d-4652-9670-2de967480e01,14,68,14,4
6f5993b4-9a1b-400a-8420-c1604e1e854e,12,62,16,10
c431640f-4b36-4624-90e7-d24a3b96fbf4,22,4,70,4
e1bb188a-50e6-48f1-b5b4-620483fe0b98,20,52,28,0
a5ac44c1-842e-4b08-a641-9fd8f6f5aa03,4,26,4,66
13f240a9-8401-4e97-9be0-acd8b18b8c05,26,20,28,26
5d6e30b0-c3e9-4161-b226-4d51be7d41fd,12,20,34,34
239a5fca-030f-4e05-8f25-4eb364c5e4fe,4,68,8,20
f88308e8-b9b9-4393-a377-69a51d306704,16,36,36,12
2a2edf63-d258-45a5-a11f-582061c2c7e3,0,92,0,8
e7add984-8238-434e-9ee5-97df1c4315ad,16,32,40,12
62433961-e9ec-4634-b62a-34c438fe25b7,14,26,40,20
06c63c6c-4eed-48b6-ad81-ddcae6e96fdc,14,0,76,8
2f085625-98b0-42e8-9dfe-23462a1ece35,20,2,66,10
c407e9de-bf0f-48a6-8dfd-c2a705c7c457,20,4,64,10
f98ab8de-e1bd-41d8-a5f4-56631ff6f9ab,10,38,38,12
49555c18-b687-4f86-a73e-3a97e16a4221,18,22,46,12
2a2362a0-7468-4e26-a49d-975f4e6112bf,28,34,36,0
467996d3-c520-408d-8509-3101c6035bb7,24,38,32,4
1ac3deef-6395-4bab-86c2-790df6eaa63b,28,12,42,16
340a8ae7-6467-4553-a4b6-c88c0d1c359a,6,44,24,24
0deb9c19-f73b-4a02-a7fd-eb86fb1cdf39,26,16,48,8
6f6bc58f-0815-4d11-81ea-53dba931d2af,20,34,44,0
63c5209f-fb0f-4376-b7bf-0a09aa97f649,20,26,48,4
2d220fe1-8935-49a4-aa6d-885d8a59baab,80,14,0,4
afbd5760-7c27-4ec3-94c9-1b61741805c3,18,50,26,4
a82323d7-4468-4d16-9db6-4aaf2d3df088,22,30,42,4
f2e2ae6f-591d-4c54-972c-25d402d355b6,16,28,46,8
bb502d98-ce62-4b35-8bdd-ebb2a466d4e5,6,66,14,12
b9312604-6b26-4971-acc7-e0b0b161ed0d,22,22,44,10
5bcccb9d-28a6-4c40-83f3-98f4a936cb21,12,36,26,24
c68373ce-bf2e-453a-a67e-aa3fb14f72cf,10,56,24,8
0b28991c-a14f-4943-95d5-217e74c99a49,10,50,28,10
ca7ebc26-0e19-41c1-89c8-77cd500c33ed,20,20,46,12
d41b1946-8501-4d9d-8fce-27f69bb0372e,22,8,62,6
7787affd-0e66-42a9-9522-34b7db14b5df,16,16,52,14
5a3b5c87-688b-412d-b1a6-96a4ff2ebebc,24,32,42,0
c9bb729f-70d3-4c83-899b-59e882961b19,18,38,42,0
a968cec0-15c1-47b4-88f2-74b9b3cd6781,22,22,46,8
f4bf5f2b-ad05-40ae-b245-e46bff24e452,28,36,30,4
084f61ad-0633-4f47-8d63-8d38ac79cc77,26,36,28,8
d993ade4-b65f-4e44-a691-feb137110854,30,8,44,16
32408eb3-b779-486f-9a5f-69e2ce4eec95,14,60,16,8
1924e8f7-aecd-45a2-b1d1-8327931f8810,4,84,4,6
f9959a9f-d37f-4de8-9bdb-e516fb1d324d,36,26,36,0
28c651a7-cd03-452e-96b8-9310c8aa1168,16,38,38,6
62aea92e-b24f-40e2-a966-8b29d28347c1,2,36,0,60
1bf5d742-a304-4acf-a4c7-a0af041ba474,44,10,42,2
70eeee6f-ecbf-4d12-9686-7e728e44b5e7,2,66,0,30
8dd54723-69f6-45b7-888f-aebfb67cf603,8,74,8,8
6214d353-fab1-440a-88b4-68d44c8af32f,8,74,8,8
360c83a2-1e4b-471a-84ae-7d26bcbacd74,18,8,44,28
9ce76e28-47e3-4d1d-b7d9-759010da2611,12,32,48,6
781856dc-60fc-46d0-8a0e-23ef86b370d8,22,44,30,2
f3ff0b6b-4c28-469f-8c22-d4f8240e8b11,12,70,8,8
0fa1bb22-e8f7-477d-a3d2-86607d8f0467,30,20,38,10
a0a8625e-dba0-4fd9-8612-a25bfb4c0d35,32,4,46,16
d5d98eba-9913-4265-ad56-d1748c082b0d,32,6,56,4
4eaf8772-684a-466f-b0e7-c4617f013868,12,40,28,18
aba4a8a0-4822-415c-9f85-49577444d7ce,18,38,38,4
00c61c55-1f48-4e51-89c6-319d6096ee73,36,8,50,4
e7fb4c73-ec12-4ef1-b7b7-b18e7a66de2a,22,42,26,8
74db37c3-ffa9-480b-af92-51b949b08870,30,20,38,10
4998a2a2-c26e-4f65-885a-57fbe129ae0e,28,26,34,10
816e79bb-9e9b-4334-86d5-fbfd204b4f47,0,60,0,38
fcc668e4-2710-4c42-be64-98abb8c24e0e,20,40,28,10
9e0b8299-1cf3-4637-bdf6-6e00e09d42cf,28,30,38,2
e7357725-8640-4845-9840-47ed4d22d546,14,48,36,0
d3c64adf-16c7-448b-888e-700191fd843a,28,12,58,0
715d668b-834f-4802-9d74-2c8f986972ce,24,0,52,22
306f1f90-51cb-4f49-8778-4b22e6fac48b,8,80,2,8
e09c9e6f-bb5e-457b-9494-ccef17e89538,20,44,34,0
5fdad693-e2b0-45ce-8c8b-e46049491ab9,2,68,12,16
3453c4aa-dd5e-477e-92f7-871c3ad90634,20,62,16,0
c57e4bd6-6571-4445-8240-b6f0582d09f2,16,74,8,0
239b4e63-152d-4938-95d4-abbcad61b0c6,4,62,8,24
91b22a9c-ecd5-4b97-baa8-c3a879d36abf,20,10,68,0
ef2681c4-9b4a-45e9-bccd-530bb475084f,2,80,0,16
9170ef3f-ae7a-467a-804e-e0abd3db8d23,14,36,34,14
08860565-9729-4e9c-9082-b598a886037e,4,70,24,0
95747a21-1db2-46dc-aacb-0f22d2aae14e,26,0,72,0
0bdab567-0187-444f-84b8-eae0f8d72f5b,14,52,20,10
13e5f2a9-6ca4-4213-9b7f-da7ca3297171,18,36,26,16
3d444763-70a4-45bb-a1cf-1747966d31a0,28,38,26,4
1f3417db-2eaa-4f2b-8684-d4e24c50f1a7,14,40,40,2
1d358338-c0df-4db2-ae6e-a8a36c174463,16,44,10,26
be346d9c-e301-47d0-ae29-ea262e1719c5,18,10,58,10
8d03c946-9f00-458a-af18-2e5446e1ab8e,16,16,54,10
c783c8e4-a1df-4151-8ad2-3999c00da005,18,10,58,10
888909b7-6fe9-4439-8fad-b6fee22c7e61,24,10,32,30
b9bcd7f1-dbca-40f8-a220-afd97790eadd,22,28,24,22
456d2d25-a9b0-45c7-8f86-01af1d0b98cd,18,26,30,22
229f3833-c2a1-4223-9897-97f4c772672c,10,16,58,12
a07e2b7e-2612-4ee0-bb00-caec98cb58c8,34,10,48,4
9a2f75ab-7350-4c37-b271-0aa245a039a3,14,34,44,4
27d951a5-bc9c-458c-8adb-9edb5d5ada07,30,28,34,4
08b961ca-1d5c-4950-85a8-30b2332531b8,18,40,34,4
1fdfdc65-4bb1-46c2-b832-599c6525ac69,20,22,46,8
02ec7899-cc47-4105-9655-f54828099b18,18,40,22,16
2713808e-0019-4d2c-bac6-a7008ecbda36,16,42,26,12
49feb24d-8c2a-4b5d-8fba-b20aaf80a4aa,10,54,28,4
90058a1a-de5f-4e4a-8b44-289a468b0698,14,52,22,8
78d2d381-3379-45ce-a8b4-e47b19968150,26,0,50,20
0411520e-87c4-4652-9a36-72f66c03e49b,24,8,64,0
a789f0ee-7af0-43f0-b1e9-d4dd82a55142,40,24,32,0
c0556d77-29c3-487d-ac1d-6e2982897987,10,8,18,60
1a6a858b-8efa-4ef4-b323-952d2c962d96,18,10,46,22
c4fc7394-8f1b-4f7b-9f59-b7d108416aa0,8,8,22,58
66f7a01c-64cc-4933-ac13-24d716297772,28,20,48,0
0fdd7bdd-852d-46a2-8799-ffc34c893a72,6,40,12,38
63bd0f1c-f67d-4024-9821-0e910afbb880,24,22,38,12
be074b11-b2e0-4665-b4c4-02c9f5f8b360,24,18,46,8
14c6a9fb-7e9f-4082-b4e8-0145239c1143,34,6,56,0
b7cb75bc-6495-495b-804e-e0ba8bc3cb58,14,60,14,8
bc46d09b-0b55-4e6e-b381-f60bfc214d82,12,62,16,6
1c434149-7362-4243-85aa-53facdf923f6,24,26,38,8
70cba747-304c-455d-a1ba-d1e25d4cef37,26,30,36,4
4f2e73c6-2f82-4491-8ce1-e5952755d11f,10,44,28,14
db4c80ad-ba60-4807-8d5a-a17981605119,24,18,36,18
